Date,Visitor,G,Home,G,,Att.,LOG,Notes
2021-02-26,Colorado Avalanche,3,Arizona Coyotes,2,,2495,2:28,
2021-02-26,Los Angeles Kings,1,Minnesota Wild,3,,,2:22,
2021-02-26,Boston Bruins,2,New York Rangers,6,,1800,2:33,
2021-02-27,Vegas Golden Knights,3,Anaheim Ducks,2,OT,,2:33,
2021-02-27,Colorado Avalanche,6,Arizona Coyotes,2,,3224,2:23,
2021-02-27,Philadelphia Flyers,3,Buffalo Sabres,0,,,2:23,
2021-02-27,Detroit Red Wings,5,Chicago Blackhawks,3,,,2:17,
2021-02-27,Toronto Maple Leafs,4,Edmonton Oilers,0,,,2:22,
2021-02-27,Carolina Hurricanes,4,Florida Panthers,3,SO,4281,2:53,
2021-02-27,Los Angeles Kings,3,Minnesota Wild,4,OT,,2:37,
2021-02-27,Washington Capitals,5,New Jersey Devils,2,,,2:27,
2021-02-27,Columbus Blue Jackets,1,Nashville Predators,2,,,2:24,
2021-02-27,Pittsburgh Penguins,4,New York Islanders,3,OT,,2:30,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-02-27,Calgary Flames,6,Ottawa Senators,3,,,2:32,
2021-02-27,St. Louis Blues,7,San Jose Sharks,6,,,2:34,
2021-02-27,Dallas Stars,0,Tampa Bay Lightning,5,,537,2:18,
2021-02-27,Montreal Canadiens,1,Winnipeg Jets,2,OT,,2:27,
2021-02-28,Philadelphia Flyers,3,Buffalo Sabres,0,,,2:13,
2021-02-28,Detroit Red Wings,2,Chicago Blackhawks,7,,,2:25,
2021-02-28,Washington Capitals,3,New Jersey Devils,2,,,2:25,
2021-02-28,Columbus Blue Jackets,1,Nashville Predators,3,,,2:25,
2021-02-28,Pittsburgh Penguins,0,New York Islanders,2,,,2:22,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-02-28,Boston Bruins,4,New York Rangers,1,,1800,2:24,
2021-03-01,St. Louis Blues,5,Anaheim Ducks,4,,,2:29,
2021-03-01,Toronto Maple Leafs,3,Edmonton Oilers,0,,,2:23,
2021-03-01,Carolina Hurricanes,3,Florida Panthers,2,OT,3817,2:30,
2021-03-01,Calgary Flames,1,Ottawa Senators,5,,,2:25,
2021-03-01,Colorado Avalanche,2,San Jose Sharks,6,,,2:22,
2021-03-01,Minnesota Wild,4,Vegas Golden Knights,5,OT,2605,2:31,
2021-03-01,Vancouver Canucks,4,Winnipeg Jets,0,,,2:20,
2021-03-02,Detroit Red Wings,1,Columbus Blue Jackets,4,,1953,2:23,
2021-03-02,Tampa Bay Lightning,2,Dallas Stars,0,,4067,2:24,
2021-03-02,Ottawa Senators,1,Montreal Canadiens,3,,,2:25,
2021-03-02,New York Islanders,2,New Jersey Devils,1,,1800,2:27,
2021-03-02,Carolina Hurricanes,4,Nashville Predators,2,,,2:27,
2021-03-02,Buffalo Sabres,2,New York Rangers,3,,1800,2:18,
2021-03-02,Philadelphia Flyers,2,Pittsburgh Penguins,5,,2800,2:27,
2021-03-02,Vancouver Canucks,2,Winnipeg Jets,5,,,2:17,
2021-03-03,St. Louis Blues,3,Anaheim Ducks,2,,,2:28,
2021-03-03,Washington Capitals,2,Boston Bruins,1,SO,,2:48,
2021-03-03,Toronto Maple Leafs,6,Edmonton Oilers,1,,,2:22,
2021-03-03,Arizona Coyotes,3,Los Angeles Kings,2,,,2:20,
2021-03-03,Colorado Avalanche,4,San Jose Sharks,0,,,2:25,
2021-03-03,Minnesota Wild,1,Vegas Golden Knights,5,,2610,2:25,
2021-03-04,Detroit Red Wings,2,Carolina Hurricanes,5,,2924,2:30,
2021-03-04,Ottawa Senators,3,Calgary Flames,7,,,2:27,
2021-03-04,Tampa Bay Lightning,3,Chicago Blackhawks,2,OT,,2:30,
2021-03-04,Columbus Blue Jackets,3,Dallas Stars,2,,4112,2:18,
2021-03-04,Winnipeg Jets,4,Montreal Canadiens,3,OT,,2:22,
2021-03-04,New York Rangers,6,New Jersey Devils,1,,,2:27,
2021-03-04,Florida Panthers,5,Nashville Predators,4,,,2:36,
2021-03-04,Buffalo Sabres,2,New York Islanders,5,,,2:17,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-04,Philadelphia Flyers,4,Pittsburgh Penguins,3,,2800,2:25,
2021-03-04,Toronto Maple Leafs,1,Vancouver Canucks,3,,,2:17,
2021-03-05,Minnesota Wild,5,Arizona Coyotes,1,,2541,2:30,
2021-03-05,Washington Capitals,1,Boston Bruins,5,,,3:01,
2021-03-05,Tampa Bay Lightning,3,Chicago Blackhawks,4,SO,,2:37,
2021-03-05,Anaheim Ducks,2,Colorado Avalanche,3,OT,,2:32,
2021-03-05,St. Louis Blues,3,Los Angeles Kings,2,OT,,2:22,
2021-03-05,Vegas Golden Knights,5,San Jose Sharks,4,OT,,2:32,
2021-03-06,Minnesota Wild,2,Arizona Coyotes,5,,3141,2:33,
2021-03-06,Anaheim Ducks,5,Colorado Avalanche,4,OT,,2:39,
2021-03-06,Columbus Blue Jackets,0,Dallas Stars,5,,4203,2:25,
2021-03-06,Calgary Flames,2,Edmonton Oilers,3,,,2:24,
2021-03-06,St. Louis Blues,3,Los Angeles Kings,4,OT,,2:24,
2021-03-06,Winnipeg Jets,1,Montreal Canadiens,7,,,2:18,
2021-03-06,New York Rangers,6,New Jersey Devils,3,,1800,2:23,
2021-03-06,Florida Panthers,6,Nashville Predators,2,,,2:30,
2021-03-06,Buffalo Sabres,2,New York Islanders,5,,,2:16,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-06,Philadelphia Flyers,3,Pittsburgh Penguins,4,,2800,2:30,
2021-03-06,Vegas Golden Knights,4,San Jose Sharks,0,,,2:15,
2021-03-06,Toronto Maple Leafs,2,Vancouver Canucks,4,,,2:30,
2021-03-07,New Jersey Devils,1,Boston Bruins,0,,,2:25,
2021-03-07,Florida Panthers,2,Carolina Hurricanes,4,,2924,2:49,
2021-03-07,Ottawa Senators,4,Calgary Flames,3,SO,,2:42,
2021-03-07,Tampa Bay Lightning,6,Chicago Blackhawks,3,,,2:27,
2021-03-07,Nashville Predators,4,Dallas Stars,3,SO,3976,2:44,
2021-03-07,Buffalo Sabres,2,New York Islanders,5,,,2:20,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-07,Washington Capitals,3,Philadelphia Flyers,1,,3023,2:23,
2021-03-07,New York Rangers,1,Pittsburgh Penguins,5,,2800,2:26,
2021-03-08,Los Angeles Kings,5,Anaheim Ducks,6,OT,,2:27,
2021-03-08,Arizona Coyotes,3,Colorado Avalanche,2,,,2:29,
2021-03-08,Ottawa Senators,2,Edmonton Oilers,3,,,2:23,
2021-03-08,Vegas Golden Knights,0,Minnesota Wild,2,,,2:22,
2021-03-08,St. Louis Blues,2,San Jose Sharks,3,OT,,2:30,
2021-03-08,Montreal Canadiens,1,Vancouver Canucks,2,SO,,2:33,
2021-03-09,Nashville Predators,2,Carolina Hurricanes,3,OT,2924,2:45,
2021-03-09,Florida Panthers,4,Columbus Blue Jackets,2,,3448,2:23,
2021-03-09,Chicago Blackhawks,1,Dallas Stars,6,,4211,2:20,
2021-03-09,Tampa Bay Lightning,4,Detroit Red Wings,3,OT,,2:32,at Little Caesars Arena (Detroit MI)
2021-03-09,Boston Bruins,1,New York Islanders,2,SO,,2:32,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-09,Buffalo Sabres,4,Philadelphia Flyers,5,SO,2838,2:34,
2021-03-09,New York Rangers,2,Pittsburgh Penguins,4,,2800,2:28,
2021-03-09,Winnipeg Jets,4,Toronto Maple Leafs,3,,,2:16,
2021-03-09,New Jersey Devils,4,Washington Capitals,5,OT,,2:35,
2021-03-10,Los Angeles Kings,5,Anaheim Ducks,1,,,2:21,
2021-03-10,Arizona Coyotes,1,Colorado Avalanche,2,OT,,2:35,
2021-03-10,Ottawa Senators,1,Edmonton Oilers,7,,,2:27,
2021-03-10,Vegas Golden Knights,3,Minnesota Wild,4,,,2:26,
2021-03-10,Montreal Canadiens,5,Vancouver Canucks,1,,,2:27,
2021-03-11,New York Rangers,0,Boston Bruins,4,,,2:22,
2021-03-11,Pittsburgh Penguins,5,Buffalo Sabres,2,,,2:22,
2021-03-11,Nashville Predators,1,Carolina Hurricanes,5,,2924,2:23,
2021-03-11,Florida Panthers,5,Columbus Blue Jackets,4,OT,3739,2:26,
2021-03-11,Montreal Canadiens,1,Calgary Flames,2,,,2:22,
2021-03-11,Chicago Blackhawks,4,Dallas Stars,2,,4213,2:23,
2021-03-11,Tampa Bay Lightning,4,Detroit Red Wings,6,,,2:41,at Little Caesars Arena (Detroit MI)
2021-03-11,New Jersey Devils,3,New York Islanders,5,,1000,2:23,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-11,Washington Capitals,5,Philadelphia Flyers,3,,2807,2:32,
2021-03-11,Winnipeg Jets,3,Toronto Maple Leafs,4,OT,,2:27,
2021-03-12,San Jose Sharks,6,Anaheim Ducks,0,,,2:24,
2021-03-12,Los Angeles Kings,0,Colorado Avalanche,2,,,2:29,
2021-03-12,Ottawa Senators,2,Edmonton Oilers,6,,,2:24,
2021-03-12,Arizona Coyotes,0,Minnesota Wild,4,,,2:22,
2021-03-12,Vegas Golden Knights,5,St. Louis Blues,4,OT,,2:36,
2021-03-13,San Jose Sharks,3,Anaheim Ducks,1,,,2:25,
2021-03-13,New York Rangers,4,Boston Bruins,0,,,2:32,
2021-03-13,Pittsburgh Penguins,3,Buffalo Sabres,0,,,2:22,
2021-03-13,Dallas Stars,3,Columbus Blue Jackets,4,OT,4160,2:27,
2021-03-13,Montreal Canadiens,1,Calgary Flames,3,,,2:25,
2021-03-13,Chicago Blackhawks,2,Florida Panthers,4,,4721,2:26,
2021-03-13,New York Islanders,3,New Jersey Devils,2,,1800,2:17,
2021-03-13,Washington Capitals,5,Philadelphia Flyers,4,,3083,2:19,
2021-03-13,Vegas Golden Knights,5,St. Louis Blues,1,,,2:27,
2021-03-13,Nashville Predators,3,Tampa Bay Lightning,6,,3800,2:24,
2021-03-13,Winnipeg Jets,5,Toronto Maple Leafs,2,,,2:29,
2021-03-13,Edmonton Oilers,1,Vancouver Canucks,2,,,2:26,
2021-03-14,Dallas Stars,2,Columbus Blue Jackets,1,SO,3992,2:32,
2021-03-14,Los Angeles Kings,1,Colorado Avalanche,4,,,2:19,
2021-03-14,Carolina Hurricanes,2,Detroit Red Wings,1,,,2:23,at Little Caesars Arena (Detroit MI)
2021-03-14,Arizona Coyotes,1,Minnesota Wild,4,,,2:24,
2021-03-14,New York Islanders,3,New Jersey Devils,2,SO,1800,2:45,
2021-03-14,Toronto Maple Leafs,3,Ottawa Senators,4,,,2:23,
2021-03-15,Washington Capitals,6,Buffalo Sabres,0,,,2:18,
2021-03-15,Edmonton Oilers,3,Calgary Flames,4,,,2:22,
2021-03-15,Chicago Blackhawks,3,Florida Panthers,6,,4512,2:32,
2021-03-15,Philadelphia Flyers,5,New York Rangers,4,OT,1639,2:40,
2021-03-15,Vancouver Canucks,3,Ottawa Senators,2,OT,,2:37,
2021-03-15,Boston Bruins,1,Pittsburgh Penguins,4,,2800,2:28,
2021-03-15,Nashville Predators,4,Tampa Bay Lightning,1,,3800,2:28,
2021-03-15,San Jose Sharks,1,Vegas Golden Knights,2,,3473,2:43,
2021-03-15,Montreal Canadiens,4,Winnipeg Jets,2,,,2:30,
2021-03-16,Anaheim Ducks,4,Colorado Avalanche,8,,,2:34,
2021-03-16,Tampa Bay Lightning,4,Dallas Stars,3,SO,4057,2:43,
2021-03-16,Carolina Hurricanes,2,Detroit Red Wings,4,,,2:28,at Little Caesars Arena (Detroit MI)
2021-03-16,Arizona Coyotes,0,Minnesota Wild,3,,,2:23,
2021-03-16,Buffalo Sabres,2,New Jersey Devils,3,,1800,2:27,
2021-03-16,Boston Bruins,2,Pittsburgh Penguins,1,,2800,2:30,
2021-03-16,New York Islanders,1,Washington Capitals,3,,,2:21,
2021-03-17,Edmonton Oilers,7,Calgary Flames,3,,,2:23,
2021-03-17,St. Louis Blues,1,Los Angeles Kings,4,,,2:24,
2021-03-17,Philadelphia Flyers,0,New York Rangers,9,,1723,2:26,
2021-03-17,Vancouver Canucks,3,Ottawa Senators,2,SO,,2:34,
2021-03-17,San Jose Sharks,4,Vegas Golden Knights,5,,3473,2:32,
2021-03-17,Montreal Canadiens,3,Winnipeg Jets,4,OT,,2:22,
2021-03-18,Arizona Coyotes,2,Anaheim Ducks,3,OT,,2:28,
2021-03-18,Boston Bruins,4,Buffalo Sabres,1,,,2:25,
2021-03-18,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT,2924,2:31,
2021-03-18,Minnesota Wild,1,Colorado Avalanche,5,,,2:31,
2021-03-18,Dallas Stars,2,Detroit Red Wings,3,,,2:27,at Little Caesars Arena (Detroit MI)
2021-03-18,Winnipeg Jets,1,Edmonton Oilers,2,,,2:25,
2021-03-18,Nashville Predators,2,Florida Panthers,1,,4559,2:30,
2021-03-18,Pittsburgh Penguins,2,New Jersey Devils,3,,1800,2:33,
2021-03-18,Philadelphia Flyers,4,New York Islanders,3,,1400,2:28,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-18,Chicago Blackhawks,2,Tampa Bay Lightning,4,,3800,2:22,
2021-03-19,Vegas Golden Knights,4,Los Angeles Kings,2,,,2:29,
2021-03-19,Vancouver Canucks,3,Montreal Canadiens,2,OT,,2:28,
2021-03-19,St. Louis Blues,2,San Jose Sharks,1,SO,,2:41,
2021-03-19,Calgary Flames,4,Toronto Maple Leafs,3,,,2:25,
2021-03-19,New York Rangers,1,Washington Capitals,2,,,2:20,
2021-03-20,Arizona Coyotes,5,Anaheim Ducks,1,,,2:24,
2021-03-20,Columbus Blue Jackets,3,Carolina Hurricanes,2,SO,2924,2:39,
2021-03-20,Minnesota Wild,0,Colorado Avalanche,6,,,2:31,
2021-03-20,Dallas Stars,3,Detroit Red Wings,0,,,2:20,at Little Caesars Arena (Detroit MI)
2021-03-20,Winnipeg Jets,2,Edmonton Oilers,4,,,2:22,
2021-03-20,Nashville Predators,0,Florida Panthers,2,,4358,2:22,
2021-03-20,Vancouver Canucks,4,Montreal Canadiens,5,SO,,2:36,
2021-03-20,Pittsburgh Penguins,3,New Jersey Devils,1,,1800,2:22,
2021-03-20,Philadelphia Flyers,1,New York Islanders,6,,1400,2:18,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-20,St. Louis Blues,5,San Jose Sharks,2,,,2:25,
2021-03-20,Chicago Blackhawks,1,Tampa Bay Lightning,4,,3800,2:20,
2021-03-20,Calgary Flames,0,Toronto Maple Leafs,2,,,2:25,
2021-03-20,New York Rangers,3,Washington Capitals,1,,,2:28,
2021-03-21,Nashville Predators,4,Dallas Stars,3,SO,4011,2:48,
2021-03-21,Vegas Golden Knights,1,Los Angeles Kings,3,,,2:29,
2021-03-21,New Jersey Devils,2,Pittsburgh Penguins,1,OT,2800,2:21,
2021-03-21,Florida Panthers,3,Tampa Bay Lightning,5,,3800,2:36,
2021-03-22,Colorado Avalanche,5,Arizona Coyotes,1,,2593,2:22,
2021-03-22,Carolina Hurricanes,3,Columbus Blue Jackets,0,,3829,2:17,
2021-03-22,Anaheim Ducks,1,Minnesota Wild,2,,,2:23,
2021-03-22,Buffalo Sabres,3,New York Rangers,5,,1800,2:24,
2021-03-22,Calgary Flames,1,Ottawa Senators,2,,,2:17,
2021-03-22,New York Islanders,2,Philadelphia Flyers,1,OT,2820,2:23,
2021-03-22,Los Angeles Kings,1,San Jose Sharks,2,,,2:22,
2021-03-22,Winnipeg Jets,4,Vancouver Canucks,0,,,2:18,
2021-03-22,St. Louis Blues,1,Vegas Golden Knights,5,,3750,2:22,
2021-03-23,Colorado Avalanche,4,Arizona Coyotes,5,SO,2539,2:41,
2021-03-23,Florida Panthers,2,Chicago Blackhawks,3,,,2:28,
2021-03-23,Tampa Bay Lightning,2,Dallas Stars,1,,4103,2:32,
2021-03-23,Detroit Red Wings,0,Nashville Predators,2,,,2:24,
2021-03-23,New Jersey Devils,4,Philadelphia Flyers,3,,2882,2:28,
2021-03-24,Anaheim Ducks,2,Minnesota Wild,3,,,2:29,
2021-03-24,Calgary Flames,1,Ottawa Senators,3,,,2:16,
2021-03-24,Buffalo Sabres,2,Pittsburgh Penguins,5,,2800,2:26,
2021-03-24,Los Angeles Kings,2,San Jose Sharks,4,,,2:24,
2021-03-24,Winnipeg Jets,5,Vancouver Canucks,1,,,2:24,
2021-03-25,New York Islanders,4,Boston Bruins,3,OT,2191,2:40,
2021-03-25,Carolina Hurricanes,4,Columbus Blue Jackets,3,OT,4033,2:32,
2021-03-25,Florida Panthers,0,Chicago Blackhawks,3,,,2:21,
2021-03-25,Vegas Golden Knights,1,Colorado Avalanche,5,,,2:30,
2021-03-25,Tampa Bay Lightning,3,Dallas Stars,4,,4187,2:34,
2021-03-25,St. Louis Blues,0,Minnesota Wild,2,,,2:21,
2021-03-25,Detroit Red Wings,1,Nashville Predators,7,,,2:28,
2021-03-25,Toronto Maple Leafs,3,Ottawa Senators,2,OT,,2:41,
2021-03-25,New York Rangers,8,Philadelphia Flyers,3,,2854,2:32,
2021-03-25,Buffalo Sabres,0,Pittsburgh Penguins,4,,2800,2:25,
2021-03-25,New Jersey Devils,3,Washington Capitals,4,,,2:31,
2021-03-26,San Jose Sharks,2,Arizona Coyotes,5,,3007,2:23,
2021-03-26,Winnipeg Jets,3,Calgary Flames,2,,,2:24,
2021-03-26,Anaheim Ducks,4,St. Louis Blues,1,,,2:23,
2021-03-26,New Jersey Devils,0,Washington Capitals,4,,,2:25,
2021-03-27,San Jose Sharks,0,Arizona Coyotes,4,,3217,2:27,
2021-03-27,Buffalo Sabres,2,Boston Bruins,3,,2191,2:28,
2021-03-27,Tampa Bay Lightning,3,Carolina Hurricanes,4,,4433,2:31,
2021-03-27,Winnipeg Jets,2,Calgary Flames,4,,,2:22,
2021-03-27,Nashville Predators,3,Chicago Blackhawks,1,,,2:15,
2021-03-27,Vegas Golden Knights,3,Colorado Avalanche,2,OT,,2:29,
2021-03-27,Florida Panthers,4,Dallas Stars,3,OT,4209,2:44,
2021-03-27,Columbus Blue Jackets,1,Detroit Red Wings,3,,,2:20,at Little Caesars Arena (Detroit MI)
2021-03-27,New York Rangers,1,Philadelphia Flyers,2,,3069,2:24,
2021-03-27,New York Islanders,3,Pittsburgh Penguins,6,,2800,2:23,
2021-03-27,Edmonton Oilers,3,Toronto Maple Leafs,4,OT,,2:27,
2021-03-28,New Jersey Devils,1,Boston Bruins,0,,2191,2:46,
2021-03-28,Nashville Predators,3,Chicago Blackhawks,2,,,2:22,
2021-03-28,Florida Panthers,4,Dallas Stars,1,,4026,2:35,
2021-03-28,Columbus Blue Jackets,1,Detroit Red Wings,4,,,2:18,at Little Caesars Arena (Detroit MI)
2021-03-28,Anaheim Ducks,3,St. Louis Blues,2,OT,,2:30,
2021-03-28,New York Rangers,4,Washington Capitals,5,,,2:28,
2021-03-29,Philadelphia Flyers,4,Buffalo Sabres,3,OT,,2:31,
2021-03-29,Winnipeg Jets,5,Calgary Flames,1,,,2:24,
2021-03-29,Anaheim Ducks,2,Colorado Avalanche,5,,,2:31,
2021-03-29,New York Islanders,1,Pittsburgh Penguins,2,,2800,2:26,
2021-03-29,Minnesota Wild,3,San Jose Sharks,4,SO,,2:37,
2021-03-29,Edmonton Oilers,3,Toronto Maple Leafs,2,OT,,2:24,
2021-03-29,Los Angeles Kings,1,Vegas Golden Knights,4,,3950,2:13,
2021-03-30,New Jersey Devils,4,Boston Bruins,5,SO,2191,2:50,
2021-03-30,Carolina Hurricanes,1,Chicago Blackhawks,2,,,2:25,
2021-03-30,Detroit Red Wings,1,Florida Panthers,4,,4321,2:23,
2021-03-30,Edmonton Oilers,0,Montreal Canadiens,4,,,2:29,
2021-03-30,Dallas Stars,2,Nashville Predators,3,OT,,2:26,
2021-03-30,Washington Capitals,2,New York Rangers,5,,1761,2:27,
2021-03-30,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,3800,2:41,
2021-03-31,Philadelphia Flyers,1,Buffalo Sabres,6,,,2:21,
2021-03-31,Arizona Coyotes,3,Colorado Avalanche,9,,,2:34,
2021-03-31,Minnesota Wild,2,San Jose Sharks,4,,,2:28,
2021-03-31,Los Angeles Kings,4,Vegas Golden Knights,2,,3950,2:26,
2021-03-31,Toronto Maple Leafs,3,Winnipeg Jets,1,,,2:23,
2021-04-01,Pittsburgh Penguins,4,Boston Bruins,1,,2191,2:33,
2021-04-01,New York Rangers,3,Buffalo Sabres,2,OT,,2:26,
2021-04-01,Carolina Hurricanes,4,Chicago Blackhawks,3,,,2:31,
2021-04-01,Detroit Red Wings,2,Florida Panthers,3,OT,4359,2:35,
2021-04-01,Dallas Stars,4,Nashville Predators,1,,,2:24,
2021-04-01,Washington Capitals,4,New York Islanders,8,,1400,2:33,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-01,Montreal Canadiens,4,Ottawa Senators,1,,,2:22,
2021-04-01,Columbus Blue Jackets,2,Tampa Bay Lightning,3,,3800,2:28,
2021-04-01,Minnesota Wild,3,Vegas Golden Knights,2,SO,3950,2:36,
2021-04-02,Arizona Coyotes,4,Anaheim Ducks,2,,,2:26,
2021-04-02,St. Louis Blues,2,Colorado Avalanche,3,,4039,2:28,
2021-04-02,Calgary Flames,2,Edmonton Oilers,3,,,2:21,
2021-04-02,San Jose Sharks,3,Los Angeles Kings,0,,,2:26,
2021-04-02,Washington Capitals,2,New Jersey Devils,1,OT,3600,2:29,
2021-04-02,Toronto Maple Leafs,2,Winnipeg Jets,1,SO,,2:28,
2021-04-03,Pittsburgh Penguins,5,Boston Bruins,7,,2191,2:44,
2021-04-03,New York Rangers,2,Buffalo Sabres,3,SO,,2:39,
2021-04-03,Dallas Stars,3,Carolina Hurricanes,2,,4987,2:30,
2021-04-03,St. Louis Blues,1,Colorado Avalanche,2,,4035,2:29,
2021-04-03,Columbus Blue Jackets,2,Florida Panthers,5,,4375,2:28,
2021-04-03,San Jose Sharks,3,Los Angeles Kings,2,,,2:18,
2021-04-03,Ottawa Senators,6,Montreal Canadiens,3,,,2:33,
2021-04-03,Chicago Blackhawks,0,Nashville Predators,3,,,2:26,
2021-04-03,Philadelphia Flyers,2,New York Islanders,3,SO,1400,2:41,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-03,Detroit Red Wings,1,Tampa Bay Lightning,2,,3800,2:17,
2021-04-03,Minnesota Wild,2,Vegas Golden Knights,1,,3950,2:24,
2021-04-04,Arizona Coyotes,3,Anaheim Ducks,2,OT,,2:37,
2021-04-04,Dallas Stars,0,Carolina Hurricanes,1,,4987,2:21,
2021-04-04,Toronto Maple Leafs,4,Calgary Flames,2,,,2:17,
2021-04-04,Columbus Blue Jackets,0,Florida Panthers,3,,4069,2:20,
